Nº ,OBJETO ,CONTRATO,DIRETORIA RESPONSÁVEL,Unidade,CÓD. PAOE,DESCRIÇÃO DO ITEM DE DESPESA,UNIDADE DE MEDIDA,QTD,VALOR UNITÁRIO,VALOR TOTAL,GRUPO DE DESPESA,NATUREZA,FONTE,IDU,"Plano Estratégico (A)
digite entre 0-5
0 = menor
5 = maior","Gravidade (B)
digite entre 1-5
1 = menor
5 = maior","Urgência (C)
digite entre 1-5
1 = menor
5 = maior","Tendência (d)
digite entre 1-5
1 = menor
5 = maior",Prioridade acumulada (A+B+C+D)
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,,,,,,"R$ 0,00",,,,,,,,,0
01,Registro de Preços para contratação de empresa especializada para operação remota de Data Center,Novo a contratar 2024,DTIC,UGITI,NOVA 3,Registro de Preço para contratação de empresa especializada para operação remota de Data Center,Mensal,12,"R$ 200.000,00","R$ 2.400.000,00",3-DESPESAS CORRENTES,3.3.90.40,1.501.0000,OD-OUTRAS DESPESAS,,,,,0
02,Contratação de empresa especializada de engenharia para acompanhamento da execução da obra e Atesto da entrega do Novo Datacenter,Novo a contratar 2024,DTIC,UGITI,NOVA 3,Contratação de empresa especializada de engenharia para acompanhamento da execução da obra e Atesto da entrega do Novo Datacenter,Unidade,01,"R$ 1.800.000,00","R$ 1.800.000,00",3-DESPESAS CORRENTES,3.3.90.40,1.501.0000,OD-OUTRAS DESPESAS,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 3,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 4,,,,,"R$ 0,00",,,,,,,,,0
02,Participação em Eventos de Inovação,Novo a contratar 2024,GADV,UGEIP,NOVA 5,Inscrição em eventos de inovação,Unidade,03,"R$ 3.000,00","R$ 9.000,00",3-DESPESAS CORRENTES,3.3.90.39,1.501.0000,OD-OUTRAS DESPESAS,4,3,3,3,108
03,Premiação para coloaboradores para atender ao programa de gamificação da MTI,Novo a contratar 2024,GADV,UGEIP,NOVA 5,Premiação para colaboradores,Unidade,12,"R$ 20.000,00","R$ 240.000,00",3-DESPESAS CORRENTES,3.3.90.31,1.501.0000,OD-OUTRAS DESPESAS,5,4,4,4,320
04,Patrocínio para eventos externos do ecossistema de inovação ou organização de eventos realizados pela MTI para promoção da inovação ou engajamento dos colaboradores,Novo a contratar 2024,GADV,UGEIP,NOVA 5,Patrocínio para eventos externos do ecossistema de inovação ou organização de eventos realizados pela MTI para promoção da inovação ou engajamento dos colaboradores,Unidade,04,"R$ 25.000,00","R$ 100.000,00",3-DESPESAS CORRENTES,3.3.90.31,1.501.0000,OD-OUTRAS DESPESAS,5,3,4,4,240
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 5,,,,,"R$ 0,00",,,,,,,,,0
01,Contratação de empresa especializada em serviços na área de engenharia para execução da obra de Reforma e Ampliação do prédio onde será a nova sede da MTI,Novo a contratar 2024,DAFI,UGADM,NOVA 6,Reforma e Ampliação do prédio onde será a nova sede da MTI.,Metro,5608,"R$ 3.269,69","R$ 18.337.206,25",4-DESPESAS DE CAPITAL,4.4.90.51,1.501.0000,OD-OUTRAS DESPESAS,5,5,5,5,625
02,Contratação de empresa especializada em serviços na área de engenharia para execução da obra de Reforma e Ampliação do prédio onde será a nova sede da MTI,Novo a contratar 2024,DAFI,UGADM,NOVA 6,"FORNECIMENTO e IMPLANTAÇÃO dos sistema de ""Rede Integrada tipo XGS PON, Telefonia, Vídeo Conferência, CFTV, Access Point e Controle de Acesso"".",Metro,5608,"R$ 1.390,67","R$ 7.799.211,12",4-DESPESAS DE CAPITAL,4.4.90.51,1.501.0000,OD-OUTRAS DESPESAS,5,5,5,5,625
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
00,,,,,NOVA 6,,,,,"R$ 0,00",,,,,,,,,0
