Unidade,Diretoria,Indicador (descrição),Indicador (tipo),Indicador (fórmula),Meta (objetivo),Meta (valor/quantidade) - proposta,Meta (prazo),Unidade de Medida,Polaridade do Indicador,Como,Necessidades,Observação,Histórico do Indicador,"JANEIRO
META DO MÊS","JANEIRO
ALCANCE DO MÊS","JANEIRO
RESULTADO",JANEIRO OBSERVAÇÃO,"FEVEREIRO
META DO MÊS","FEVEREIRO
ALCANCE DO MÊS","FEVEREIRO
RESULTADO",FEVEREIRO OBSERVAÇÃO,"MARÇO
META DO MÊS","MARÇO
ALCANCE DO MÊS","MARÇO
RESULTADO",MARÇO OBSERVAÇÃO,"ABRIL
META DO MÊS","ABRIL
ALCANCE DO MÊS","ABRIL
RESULTADO",ABRIL OBSERVAÇÃO,"MAIO
META DO MÊS","MAIO
ALCANCE DO MÊS","MAIO
RESULTADO",MAIO OBSERVAÇÃO,"JUNHO
META DO MÊS","JUNHO
ALCANCE DO MÊS","JUNHO
RESULTADO",JUNHO OBSERVAÇÃO,"JULHO
META DO MÊS","JULHO
ALCANCE DO MÊS","JULHO
RESULTADO",JULHO OBSERVAÇÃO,"AGOSTO
META DO MÊS","AGOSTO
ALCANCE DO MÊS","AGOSTO
RESULTADO",AGOSTO OBSERVAÇÃO,"SETEMBRO
META DO MÊS","SETEMBRO
ALCANCE DO MÊS","SETEMBRO
RESULTADO",SETEMBRO OBSERVAÇÃO,"OUTUBRO
META DO MÊS","OUTUBRO
ALCANCE DO MÊS","OUTUBRO
RESULTADO",OUTUBRO OBSERVAÇÃO,"NOVEMBRO
META DO MÊS","NOVEMBRO
ALCANCE DO MÊS","NOVEMBRO
RESULTADO",NOVEMBRO OBSERVAÇÃO,"DEZEMBRO
META DO MÊS","DEZEMBRO
ALCANCE DO MÊS","DEZEMBRO
RESULTADO",DEZEMBRO OBSERVAÇÃO
UGPES,DAFI,Percentual de Cumprimento do Plano de Capacitação,DIREX,(Número de Capacitações Realizadas / Número de Capacitações Planejadas) x 100,"Garantir que, pelo menos, 80% das capacitações planejadas sejam realizadas ao longo do ano, promovendo o desenvolvimento contínuo dos colaboradores, alinhado às metas estratégicas do MTI.","80,00%",31/12/2025,Percentual,Maior Melhor,"Garantir que, pelo menos, 80% das capacitações planejadas sejam realizadas ao longo do ano, promovendo o desenvolvimento contínuo dos colaboradores, alinhado às metas estratégicas da MTI e aos PDI (s)","Acompanhamento sistemático do progresso do plano de capacitação.
Coleta de dados sobre as capacitações realizadas (quantidade e qualidade).
Realização de pesquisas pós-treinamento para avaliar o impacto.","Impacto: 
O cumprimento do plano de capacitação reflete a eficácia das ações de treinamento e desenvolvimento. Uma execução bem-sucedida leva ao aprimoramento das competências dos colaboradores, melhorando o desempenho organizacional e a satisfação dos funcionários. Além disso, ajuda na adaptação à transformação digital e à inovação contínua da empresa, garantindo que os colaboradores estejam alinhados com as metas estratégicas.",Há histórico,0,0,"0,00%",Plano de capacitação ainda em fase de aprovação,0,0,"0,00%",Plano de capacitação ainda em fase de aprovação,0,0,"0,00%",Plano de capacitação aprovado inciando  a sua execução em 04/2025,11,11,"100,00%","No mês de abril, estavam previstos11 cursos no Plano de Capacitação 2025. Destes, 10 (dez) foram executados com investimento financeiro por parte da MTI, correspondendo a 66,67% (sessenta e seis vírgula sessenta e sete por cento) da meta prevista. 01 (um)  curso foi realizado sem custos para a empresa, representando os 33,33% (trinta e três vírgula trinta e três por cento) restantes.
Com isso, foi alcançado 100% (cem por cento) da execução das ações de capacitação previstas para o mês de abril de 2025.

Congresso Sulamericano de Gestão de Pessoas 
Gestão de Contratos
09 cursos - Treinamento Zabbix",17,4,"23,53%","No mês de maio, estavam previstos 17cursos no Plano de Capacitação 2025. Destes, 03 (três) foram executados com investimento financeiro por parte da MTI, correspondendo a 29,41% (vinte e nove virgula quatrenta e um por cento) da meta prevista. 01 (um)  curso foi realizado sem custos para a empresa, representando os 5,88% (cinco e oitenta e oito por cento) restantes.
Com isso, foi alcançado 100% (cem por cento) da execução das ações de capacitação previstas para o mês de maio de 2025.

01 Seminário das Estatais
02 palestras qualidade de vida
01 Introdução ao Google Workspace (Gsuite) - Seja Administrador",23,15,"65,22%","No mês de JUNHO
Estavam previstos 23 cursos no Plano de Capacitação 2025. Destes, 15 foram executados com investimento financeiro por parte da MTI, correspondendo a 65,22% (sessenta e cinco e vinte e dois)
01 Palestra LEI 14.457/2022
01- A-CSPO - Advanced Certified Scrum Product Owner
01- A-CSM - Advanced Certified ScrumMaster
01- CEL - Certified Exponential Leader:
01- CSPO - Certified Scrum Product Owner
01- CSM - Certified ScrumMaster
01- Design Thinking + IA
01- KSD - Kanban System Design
01- Management 3.0 Foundations
01- Product AI
01- Kanban Coaching (KC)
01- Certified LeSS Basics
01- Workshop Métricas para Gestão de Produtos
02 palestras qualidade de Vida
",11,18,"163,64%","No mês de JULHO
Estavam previstos 11 cursos no Plano de Capacitação 2025. Destes, 11 foram executados com investimento financeiro por parte da MTI, correspondendo 100%
Cursos executados na plataforma RALEDUC:
1- INTELIGÊNCIA EMOCIONAL : Fundamentos e como Desenvolver
2- Curso Completo de Gestão de Produtos | Product Management
3- Fast MBA Lead - Liderança e Gestão de Pessoas
4 - NotebookLM : Produtividade e Aprendizado com IA Generativa
5 - Comunicação e Oratória | O Guia COMPLETO + 3 Cursos Extras
        6 - Bootcamp Inteligência Artificial: Do Zero ao Expert 2025
7 - Liderança na Prática e Gestão de Pessoas
8- OKRs para o Setor Público: Como Executar o Plano Estratégico
Tabela de visão geral dos cursos Cabeçalhos de coluna com botões podem ser ordenados.
10- Formação Linux Completa: Do Básico ao Avançado
11- Google Workspace: Prático e Eficiente -> Completo
12- Curso de Gestão do Tempo, Organização, Produtividade e GTD
13- Dominando a Transformação Digital
14- Formação Completa Inteligência Artificial - 2025
15 e 16 - palestras da qualidade
17 - Métrica de fluxos
18 - REFORMA TRIBUTÁRIA EMENDA CONSTITUCIONAL 132/2023 E LEI COMPLEMENTAR 214/2025",13,31,"238,46%","AGOSTO /2025

No mês de AGOSTO estavam previstos 13 cursos no Plano de Capacitação de 2025. Destes, 31 foram executados com investimento financeiro da MTI, correspondendo 238,46 (duzentos e trinta e oito e quarenta e seis por cento) da meta prevista.  
01- Comunicação e Oratória | O Guia COMPLETO + 3 Cursos Extras
02- Liderança e Gestão de Pessoas | Formação COMPLETA + 5 Extras
03- Fast MBA Lead - Liderança e Gestão de Pessoas
04- Formação Inicial em Design Thinking
05- NotebookLM : Produtividade e Aprendizado com IA Generativa
06- Zabbix para usuários Iniciantes
07- Management 3.0
08- ChatGPT para o Trabalho: O Guia Definitivo para Inovar IA
09- INTELIGÊNCIA EMOCIONAL : Fundamentos e como Desenvolver
10- LGPD Zero: Conceitos fundamentais de Proteção Dados Pessoais
11- Curso Completo de Gestão de Produtos | Product Management
12- OKRs para o Setor Público: Como Executar o Plano Estratégico
13- Departamento Pessoal: Legislação Trabalhista
14- Gestão Documental Descomplicada
15- Comunicação Interpessoal para Relacionamentos Eficazes
16- NotebookLM : Produtividade e Aprendizado com IA Generativa
17- Medo & Ansiedade | Princípios de Reprogramação Mental
18- Comunicação Não-Violenta: como se relacionar com empatia
19- Agilidade + Inovação, o caminho para o sucesso.
20- Como Resolver Problemas Complexos e Tomar Decisões Efetivas
21- Gestão de Conflitos
22- Guia Cisco CCNA para Iniciantes
23- Optical Fiber Access Networks Using PON/FTTH
24- Orquestração de Containers com Kubernetes
25- Node JS Curso Completo do Básico ao Avançado
26- NPM da instalação a publicação (Node Package Manager)
27- Primeiros Passos no Linux - Conceitos e Principais Comandos
28- Curso de Introdução às Planilhas do Excel 2016/365:Essencial
29- Arquitetura de Redes
30-EVENTO AGILE TREND
31- AB2L Lawtech Experience 2025""",,,-,,,,-,,,,-,,,,-,
UGPES,DAFI,Taxa de Absenteísmo Geral,DIREX,(Horas de ausência / Horas totais de trabalho previstas) × 100,"Reduzir em 2% o índice de absenteísmo legal, minimizando o impacto das ausências justificadas no funcionamento da organização e nos resultados das equipes.","2,00%",31/12/2025,Percentual,Menor Melhor,"Reduzir em 2% o índice de absenteísmo, minimizando o impacto das ausências justificadas no funcionamento da organização e nos resultados das equipes.",Necessário estabelecer relatórios mensais de faltas e ausências.,"
Impacto: 
Este indicador monitora a frequência de faltas dos colaboradores, oferecendo insights para ações preventivas. Uma taxa de absenteísmo alta pode sinalizar questões de motivação ou problemas de saúde no ambiente de trabalho. Com uma meta de ≤ 3%, a empresa pode trabalhar para melhorar a qualidade de vida no trabalho, resultando em uma maior produtividade e diminuição do custo com substituições.

Prever ações corretivas caso a taxa ultrapasse o limite estabelecido.",Histórico de 2019 a 2024,8.602,77,"1,16%",Verificar Linhas 2 e 3.,8.366,86,"1,55%",Verificar Linhas 2 e 3.,8.466,68,"1,26%",Verificar Linhas 2 e 3.,8.446,52,"0,90%",Verificar Linhas 2 e 3.,8.826,273,"4,41%",Verificar Linhas 2 e 3.,8.718,36,"0,54%",Verificar Linhas 2 e 3.,8.529,59,"0,92%",Verificar Linhas 2 e 3.,8.367,43,"0,65%",Verificar Linhas 2 e 3.,0,0,#VALUE!,Verificar Linhas 2 e 3.,0,0,#VALUE!,Verificar Linhas 2 e 3.,0,0,#VALUE!,Verificar Linhas 2 e 3.,0,0,#VALUE!,Verificar Linhas 2 e 3.
UGPES/GACD,DAFI, Índice de Qualidade de Vida no Trabalho (IQVT),DIREX,(Pontuação de Avaliação dos Resultados do Programa QVT / Total de Pontuação Possivel) x 100%,Aumentar o indice de IQVT em 5% em relação ao ano anterior,"80,00%","4602200,00%",Percentual,Maior Melhor,"Aumentar o indice de IQVT em 5% em relação ao ano anterior, alavancando o indice de 75% para o ano de 2025","Monitorar a qualidade de vida no trabalho: Acompanhar a percepção dos colaboradores sobre os diferentes aspectos que influenciam a sua qualidade de vida no trabalho.
Identificar os pontos fortes e fracos: Reconhecer as áreas em que a empresa está tendo um bom desempenho em relação à QVT e as áreas que precisam ser melhoradas.
Embasar a tomada de decisão: Fornecer informações relevantes para a tomada de decisão sobre políticas, programas e ações voltadas para a melhoria da QVT.
Avaliar a efetividade das ações implementadas: Verificar se as ações implementadas para promover a QVT estão tendo o efeito desejado.
Promover a melhoria contínua: Utilizar os dados do indicador para promover a melhoria contínua da qualidade de vida no trabalho na organização.","

Impacto: 
Gestão de Pessoas: Desenvolver políticas e práticas de gestão de pessoas que promovam a qualidade de vida no trabalho, como programas de saúde e bem-estar, flexibilidade de horários, desenvolvimento de carreira, etc.
Comunicação Interna: Fortalecer a comunicação interna, mantendo os colaboradores informados sobre as ações da empresa para promover a QVT.
Retenção de Talentos: Criar um ambiente de trabalho atrativo e que contribua para a retenção de talentos.
Melhoria do Clima Organizacional: Promover um clima organizacional positivo, com colaboradores mais satisfeitos, motivados e engajados.
Impacto do indicador para as Diretorias:

Tomada de Decisão Estratégica: Fornecer informações relevantes para a tomada de decisão estratégica sobre investimentos em qualidade de vida no trabalho.
Aumento da Produtividade: Demonstrar a relação entre a qualidade de vida no trabalho e o aumento da produtividade dos colaboradores.
Redução de Custos: Evidenciar o impacto da QVT na redução de custos com saúde, absenteísmo e rotatividade.
Melhoria da Imagem da Empresa: Contribuir para a construção de uma imagem positiva da empresa como um local de trabalho que valoriza seus colaboradores e se preocupa com o seu bem-estar.",Há Histórico 2024,"0,00%","0,00%","0,00%",Pesquisa será aplicada em Maio/2025,"0,00%","0,00%","0,00%",Pesquisa será aplicada em Maio/2025,"0,00%","0,00%","0,00%",Pesquisa será aplicada em Maio/2025,"0,00%","0,00%","0,00%",Pesquisa será aplicada em Maio/2025,"80,00%","72,00%","90,00%","Dos 248 empregados cadastrados, 182 empregados responderam a pesquisa respresentando 73,40% da mostra, sendo que 72% disseram que estão satisfeitos ou muito satisfeitos com  os programas de saúde e bem-estar oferecidos pela MTI, incluindo a Ginástica Laboral Coletiva, Aferição de Pressão Arterial, Teste Glicêmico e Exame de Bioimpedância","80,00%","72,00%","90,00%","Dos 248 empregados cadastrados, 182 empregados responderam a pesquisa respresentando 73,40% da mostra, sendo que 72% disseram que estão satisfeitos ou muito satisfeitos com  os programas de saúde e bem-estar oferecidos pela MTI, incluindo a Ginástica Laboral Coletiva, Aferição de Pressão Arterial, Teste Glicêmico e Exame de Bioimpedância","80,00%","72,00%","90,00%","Dos 248 empregados cadastrados, 182 empregados responderam a pesquisa respresentando 73,40% da mostra, sendo que 72% disseram que estão satisfeitos ou muito satisfeitos com  os programas de saúde e bem-estar oferecidos pela MTI, incluindo a Ginástica Laboral Coletiva, Aferição de Pressão Arterial, Teste Glicêmico e Exame de Bioimpedância","80,00%","72,00%","90,00%","Dos 248 empregados cadastrados, 182 empregados responderam a pesquisa respresentando 73,40% da mostra, sendo que 72% disseram que estão satisfeitos ou muito satisfeitos com  os programas de saúde e bem-estar oferecidos pela MTI, incluindo a Ginástica Laboral Coletiva, Aferição de Pressão Arterial, Teste Glicêmico e Exame de Bioimpedância","80,00%","72,00%","90,00%","Dos 248 empregados cadastrados, 182 empregados responderam a pesquisa respresentando 73,40% da mostra, sendo que 72% disseram que estão satisfeitos ou muito satisfeitos com  os programas de saúde e bem-estar oferecidos pela MTI, incluindo a Ginástica Laboral Coletiva, Aferição de Pressão Arterial, Teste Glicêmico e Exame de Bioimpedância","80,00%","72,00%","90,00%","Dos 248 empregados cadastrados, 182 empregados responderam a pesquisa respresentando 73,40% da mostra, sendo que 72% disseram que estão satisfeitos ou muito satisfeitos com  os programas de saúde e bem-estar oferecidos pela MTI, incluindo a Ginástica Laboral Coletiva, Aferição de Pressão Arterial, Teste Glicêmico e Exame de Bioimpedância","80,00%","72,00%","90,00%","Dos 248 empregados cadastrados, 182 empregados responderam a pesquisa respresentando 73,40% da mostra, sendo que 72% disseram que estão satisfeitos ou muito satisfeitos com  os programas de saúde e bem-estar oferecidos pela MTI, incluindo a Ginástica Laboral Coletiva, Aferição de Pressão Arterial, Teste Glicêmico e Exame de Bioimpedância","80,00%","72,00%","90,00%","Dos 248 empregados cadastrados, 182 empregados responderam a pesquisa respresentando 73,40% da mostra, sendo que 72% disseram que estão satisfeitos ou muito satisfeitos com  os programas de saúde e bem-estar oferecidos pela MTI, incluindo a Ginástica Laboral Coletiva, Aferição de Pressão Arterial, Teste Glicêmico e Exame de Bioimpedância"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGADM,DAFI, contratos e aditivos realizados no prazo,Operacional,(Total de contratos e aditivos realizados no prazo/total de contratos e aditivos previstos)*100,Manter ativos 10 contratos durante o ano.,10,Anual,Unidade,Maior Melhor,"1. Monitorar o vencimento dos prazos
2 Analisar a demanda e quantificar de acordo ",Manter os produtos da UNIDADE com contratos ativos ,"01 - Energisa
02 - Telefone Fixo
03 - Telefone Móvel
04 - Limpeza
 05 - Locação veículos  
06 - Elevador
  07 - Ar condicionado
  08 - FUNAC 
 09 - Combustível  
10 - Manutenção Predial ",Manter todos os contratos ativos durante o ano de 2025,100%,100%,"100,00%","Todos os contratos ativos em Janeiro, estaremos providenciando a renovação em Fevereiro da Telefonia Móvel que irá vencer em Maio",100%,100%,"100,00%","Todos os contratos ativos em Janeiro, estaremos providenciando a renovação em Fevereiro da Telefonia Móvel que irá vencer em Maio",100%,100%,"100,00%","Todos os contratos ativos em Janeiro, estaremos protocolando o processo para renovação Vivo, vencimento em maio 2025. ",100%,100%,"100,00%",Estamos em trâmite de renovação de dois contratos: Telefonia Móvel e Guarani Refrigeração.,100%,100%,"100,00%","O contrato com a Telefonia Móvel foi renovado, e estamos em trâmites com a Guarani Refrigeração.",100%,100%,"100,00%",Todos os processos estão vigentes ,100%,100%,"100,00%",Todos os processos estão vigentes ,100%,100%,"100,00%",Todos os processos estão vigentes,,,-,,,,-,,,,-,,,,-,
UGADM/GEPM,DAFI,% de materiais atendidos,Operacional,numero de solicitações atendidas / número total de solicitações x 100,% de satisfação na pesquisa interna,100%,Anual,Percentual,Maior Melhor,1. Manter o estoque de materiais,Todas as solicitações de materiais serão feitas centralizadas via e-mail do almoxarifado depois fazer requisições e lançamento de baixa das requesições no sistema protheus.,no endereço almoxarifado@mti.mt.gov.br,Controle de estoque de material de expediente e consumo,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,,,-,,,,-,,,,-,,,,-,
UGADM/GETS,DAFI,% de satisfação na pesquisa interna,Operacional,pesquisa de satisfação,Atingir 90% de satisfação em relação aos serviços gerais até Dez 2025,90%,Trimestral,Percentual,Maior Melhor,"1. Definir os parametros de qualidade minima para a prestação de serviços
2. Monitorar a execução do contrato de Serviços gerais
3. Monitorar a execução dos serviços",Pesquisa de qualidade de serviço oferecido ,Limpeza e Conservação ,satisfação dos nosso clientes - Internos,90%,87%,"96,11%","Realizamos pesquisa de satisfação no período de 03/02 a 06/02, com o objetivo de entender melhor as percepções dos colaboradores sobre o ambiente de trabalho e identificar oportunidades de melhoria.",,,"0,00%",Nossa próxima pesquisa de avaliação será no mes de Abril ,,,"0,00%",Nossa próxima pesquisa de avaliação será no mes de Abril ,,,"0,00%","Não conseguimos realizar a pesquisa de satisfação no final do mês de abril, mas estaremos providenciando sua aplicação no mês de maio",90%,86%,"95,67%","Realizamos uma pesquisa de satisfação no período de 15/05 a 20/05, com o objetivo de compreender melhor as percepções dos colaboradores sobre o ambiente de trabalho e identificar oportunidades de melhoria.",,,"0,00%",Iremos realizar a pesquisa final de Agosto ,,,"0,00%",Iremos realizar a pesquisa final de Agosto ,,,"0,00%",Iremos realizar a pesquisa final de Setembro ,,,-,,,,-,,,,-,,,,-,
UGADM,,Custo do Quilômetro Rodado,DIREX,"Custo Médio por quilómetro rodado
Diminuir 20% de R$ 9,70",-,"R$ 7,76",31/12/2025,Monetário,Menor Melhor,"Avalia a eficiência financeira na locação de veículos utilizados pelas instituições públicas. A lógica é simples: quanto menor o custo por quilômetro, maior a eficiência da locação. Isso reflete um uso racional de recursos, com veículos apropriados para a real demanda dos órgãos.","Monitorar e controlar os gastos com veículos locados. Observação:
Os dados devem ser registrados corretamente pelos condutores

promovendo o uso eficiente dos recursos públicos.",-,"R$ 9,70","R$ 7,76","R$ 9,61","76,16%",,"R$ 7,76","R$ 10,67","62,50%",,"R$ 7,76","R$ 6,61","114,82%",,"R$ 7,76","R$ 3,38","156,44%",Mapeamento de Frotas - MTI,"R$ 7,76","R$ 2,93","162,24%",Mapeamento de frotas ,"R$ 7,76","R$ 3,42","155,93%",Mapeamento de Frotas - MTI,"R$ 7,76","R$ 2,96","161,86%",Mapeamento de Frotas,"R$ 7,76","R$ 3,55","154,25%",Mapeamento de Frotas,"R$ 7,76",,"200,00%",,"R$ 7,76",,"200,00%",,"R$ 7,76",,"200,00%",,"R$ 7,76",,"200,00%",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGCOF,DAFI,Indicador de Geração de Despesas Tributarias Sobre o Resultado.,Operacional,IGDT = (Receita de Serviços + Subvenções Fonte 1.500.0000 + Subvençoes Fonte 1.759.0000)/Despesas Gerais,Reduzir a despesa tributaria (IRPJ e CSLL) incidente sobre os resultados fiscais mediante o equilibrio entre receitas e despesas totais.,100%,Mensal,Unidade,Menor Melhor,"1 - Demonstrando a relação entre o resultado fiscal e despesas tributarias incidentes sobre ele;                                   2 - Promoção do Equilibrio entre receitas e despesas, sem a geração de resultados fiscais que estejam descompasso com as estratégias da MTI;                              3 - Manutenção do indice sempre proximo de 1 com ações a nivel de Diretoria. ",,,,"1,00","0,88","87,92%","Considerando a DRE de 01/2025, foram obtidos os seguintes numeros:        

 RECEITA DE SERVIÇOS: R$  3.499.932,66
 REPASSES FONTE 15000000: R$  5.161.830,87
REPASSES FONTE 15010000: R$ 0,00   
 REPASSES FONTE 17590000: R$ 0,00
 TERMO DE RESSARCIMENTO 001/2011: R$ R$ 0,00
DESPESAS GERAIS: R$  9.271.679,34

O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","0,89","88,70%","Considerando a DRE de 02/2025, foram obtidos os seguintes numeros:        

 RECEITA DE SERVIÇOS: R$  7.943.539,31
 REPASSES FONTE 15000000: R$  8.509.897,12
REPASSES FONTE 15010000: R$ 0,00   
 REPASSES FONTE 17590000: R$ 3.637.972,45
 TERMO DE RESSARCIMENTO 001/2011: R$ R$ 0,00
DESPESAS GERAIS: R$  22.652.486,73

O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","1,19","118,54%","Considerando a DRE de 03/2025, foram obtidos os seguintes numeros:        

 RECEITA DE SERVIÇOS: R$  13.464.118,86
 REPASSES FONTE 15000000: R$  8.475.256,22
REPASSES FONTE 15010000: R$ 0,00   
 REPASSES FONTE 17590000: R$ 2.072.454,82
 TERMO DE RESSARCIMENTO 001/2011: R$ R$ 0,00
DESPESAS GERAIS: R$  20.255.525,47

O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","0,90","89,50%","Considerando a DRE de 04/2025, foram obtidos os seguintes numeros:        

 RECEITA DE SERVIÇOS: R$  4.257.503,78
 REPASSES FONTE 15000000: R$  8.009.439,32
REPASSES FONTE 15010000: R$ 0,00   
 REPASSES FONTE 17590000: R$ 1.975.632,80
 TERMO DE RESSARCIMENTO 001/2011: R$ R$ 574.123,43
DESPESAS GERAIS: R$  16.554.564,90

O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","0,78","78,28%","Considerando a DRE de 05/2025, foram obtidos os seguintes numeros:        

 RECEITA DE SERVIÇOS: R$  9.405.660,42
 REPASSES FONTE 15000000: R$  7.356.747,49
REPASSES FONTE 15010000: R$ 0,00   
 REPASSES FONTE 17590000: R$ 2.041.929,36
 TERMO DE RESSARCIMENTO 001/2011: R$ R$ 0,00
DESPESAS GERAIS: R$  24.021.985,12

O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","2,06","205,83%","Considerando a DRE de 06/2025, foram obtidos os seguintes numeros:        

 RECEITA DE SERVIÇOS: R$  16.398.296,85
 REPASSES FONTE 15000000: R$  8.961.923,78
REPASSES FONTE 15010000: R$ 0,00   
 REPASSES FONTE 17590000: R$ 2.293.996,19
 TERMO DE RESSARCIMENTO 001/2011: R$ R$ 0,00
DESPESAS GERAIS: R$  13.437.195,63

O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","1,50","150,36%","Considerando a DRE de 07/2025, foram obtidos os seguintes numeros:        

 RECEITA DE SERVIÇOS: R$  9.541.788,10
 REPASSES FONTE 15000000: R$  13.233.693,43
REPASSES FONTE 15010000: R$ 0,00   
 REPASSES FONTE 17590000: R$ 2.014.421,40
 TERMO DE RESSARCIMENTO 001/2011: R$ R$ 0,00
DESPESAS GERAIS: R$  16.487.522,65

O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais",,,-,,,,-,,,,-,,,,-,,,,-,
UGCOF,DAFI,"Lucro Antes dos Juros, Impostos, Depreciações a Amortizações",GOVERNADORIA,EBITDA = Lucro Líquido + Juros + Impostos + Depreciação + Amortização/Receitas Auferidas,-,"7,00%",31/12/2025,Percentual,Maior Melhor,"Demonstra o resultado operacional da Empresa antes das deduções de despesas financeiras,  juros, impostos, depreciação e amortização. Destaca o desempenho de suas atividades operacionais sem a influencia de fatores externos ou estruturais.",-,-,-,"7,00%","7,50%","107,13%","Houve prejuizo no periodo apurado. O EBITDA (em valor) é de R$ 262.469,08, que equivale a 7,5% do faturamento do periodo.","7,00%","-12,38%","-176,91%","Houve prejuizo no periodo apurado. Por esse motivo, mesmo desconsiderando as despesas previstas no indicador, este se encontra negativo.","7,00%","59,87%","855,30%","Houve lucro no periodo apurado. O EBITDA (em valor) é de R$ 8.061.139,61, que equivale a 59,87% do faturamento do periodo.","7,00%","-22,34%","-319,21%","Houve prejuizo no periodo apurado. Por esse motivo, mesmo desconsiderando as despesas previstas no indicador, este se encontra negativo.","7,00%","-44,31%","-632,99%","Houve prejuizo no periodo apurado. Por esse motivo, mesmo desconsiderando as despesas previstas no indicador, este se encontra negativo.","7,00%","56,73%","810,44%","Houve lucro no periodo apurado. O EBITDA (em valor) é de R$ 9.302,890,88 que equivale a 56,73% do faturamento do periodo.","7,00%","70,20%","1002,80%","Houve lucro no periodo apurado. O EBITDA (em valor) é de R$ 6.697.963,71 que equivale a 70,20% do faturamento do periodo.",,,,,,,-,,,,-,,,,-,,,,-,
UGCOF,DAFI,Índice de Sustentabilidade ,DIREX,IS = Receita de Serviços/Despesas Gerais,-,"51,00%",31/12/2025,Percentual,Maior Melhor,Demonstrar a participação da receita própria no custeio da Empresa e a incentivar estratégias para diminuição da dependência do Tesouro,-,-,-,"100,00%","37,75%","37,75%","Considerando a DRE de 01/2025, foram obtidos os seguintes numeros: 

RECEITA DE SERVIÇOS: R$ 3.499.932,66
DESPESAS GERAIS: R$ 9.271.679,34
 Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","100,00%","35,07%","35,07%","Considerando a DRE de 02/2025, foram obtidos os seguintes numeros: 

RECEITA DE SERVIÇOS: R$ 7.943.539,31
DESPESAS GERAIS: R$ 22.652.486,73
 Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","100,00%","66,47%","66,47%","Considerando a DRE de 03/2025, foram obtidos os seguintes numeros: 

RECEITA DE SERVIÇOS: R$ 13.464.118,86
DESPESAS GERAIS: R$ 20.255.525,47
 Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","100,00%","25,72%","25,72%","Considerando a DRE de 04/2025, foram obtidos os seguintes numeros: 

RECEITA DE SERVIÇOS: R$ 4.257.503,78
DESPESAS GERAIS: R$ 16.554.564,90
 Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","100,00%","39,15%","39,15%","Considerando a DRE de 05/2025, foram obtidos os seguintes numeros: 

RECEITA DE SERVIÇOS: R$ 9.405.660,42
DESPESAS GERAIS: R$ 24.021.985,12
 Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","100,00%","122,04%","122,04%","Considerando a DRE de 06/2025, foram obtidos os seguintes numeros: 

RECEITA DE SERVIÇOS: R$ 16.398.296,85
DESPESAS GERAIS: R$ 13.437.195,63
 Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","100,00%","57,87%","57,87%","Considerando a DRE de 07/2025, foram obtidos os seguintes numeros: 

RECEITA DE SERVIÇOS: R$ 9.541.788,10
DESPESAS GERAIS: R$ 16.487.522,65
 Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais",,,-,,,,-,,,,-,,,,-,,,,-,
