Unidade,Diretoria,Indicador (descrição),Indicador (tipo),Indicador (fórmula),Meta (objetivo),Meta (valor/quantidade) - proposta,Meta (prazo),Unidade de Medida,Polaridade do Indicador,Como,Necessidades,Observação,Histórico do Indicador,"JANEIRO
META DO MÊS","JANEIRO
ALCANCE DO MÊS","JANEIRO
RESULTADO",JANEIRO OBSERVAÇÃO,"FEVEREIRO
META DO MÊS","FEVEREIRO
ALCANCE DO MÊS","FEVEREIRO
RESULTADO",FEVEREIRO OBSERVAÇÃO,"MARÇO
META DO MÊS","MARÇO
ALCANCE DO MÊS","MARÇO
RESULTADO",MARÇO OBSERVAÇÃO,"ABRIL
META DO MÊS","ABRIL
ALCANCE DO MÊS","ABRIL
RESULTADO",ABRIL OBSERVAÇÃO,"MAIO
META DO MÊS","MAIO
ALCANCE DO MÊS","MAIO
RESULTADO",MAIO OBSERVAÇÃO,"JUNHO
META DO MÊS","JUNHO
ALCANCE DO MÊS","JUNHO
RESULTADO",JUNHO OBSERVAÇÃO,"JULHO
META DO MÊS","JULHO
ALCANCE DO MÊS","JULHO
RESULTADO",JULHO OBSERVAÇÃO,"AGOSTO
META DO MÊS","AGOSTO
ALCANCE DO MÊS","AGOSTO
RESULTADO",AGOSTO OBSERVAÇÃO,"SETEMBRO
META DO MÊS","SETEMBRO
ALCANCE DO MÊS","SETEMBRO
RESULTADO",SETEMBRO OBSERVAÇÃO,"OUTUBRO
META DO MÊS","OUTUBRO
ALCANCE DO MÊS","OUTUBRO
RESULTADO",OUTUBRO OBSERVAÇÃO,"NOVEMBRO
META DO MÊS","NOVEMBRO
ALCANCE DO MÊS","NOVEMBRO
RESULTADO",NOVEMBRO OBSERVAÇÃO,"DEZEMBRO
META DO MÊS","DEZEMBRO
ALCANCE DO MÊS","DEZEMBRO
RESULTADO",DEZEMBRO OBSERVAÇÃO
UGPES/GPMM,DAFI,Absenteismo sem justificativa legal,Operacional,(Nº  de servidores x quantidade de dias úteis no mês / Qtde  de faltas no mês) *100 ,Acompanhar a frequência com que os funcionários faltam ao trabalho sem justificativas legais,1,Mensal,Percentual,Menor Melhor,1. Acompanhar o relatório mensal de Ponto,"1. Evitar prejuizos para equipes de trabalho, atrapalhando o andamento de processos","1. Mensurar a evolução ou redução do absenteísmo na empresa


",não há histórico,6358,0,"0,00%", PLANILHA INFORMAÇÕES,6380,0,"0,00%", PLANILHA INFORMAÇÕES,6402,0,"0,00%", PLANILHA INFORMAÇÕES,6402,0,"0,00%", PLANILHA INFORMAÇÕES,6446,0,"0,00%", PLANILHA INFORMAÇÕES,6446,0,"0,00%", PLANILHA INFORMAÇÕES,6424,2,"0,03%", PLANILHA INFORMAÇÕES,6380,8,"0,13%", PLANILHA INFORMAÇÕES,6424,0,"0,00%", PLANILHA INFORMAÇÕES,6446,1,"0,02%", PLANILHA INFORMAÇÕES,6.512,1,"0,02%", PLANILHA INFORMAÇÕES,6490,0,"0,00%", PLANILHA INFORMAÇÕES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGADM,DAFI, contratos e aditivos realizados no prazo,Operacional,(Total de contratos e aditivos realizados no prazo/total de contratos e aditivos previstos)*100,Manter ativos 10 contratos durante o ano.,10,Anual,Unidade,Maior Melhor,"1. Monitorar o vencimento dos prazos
2 Analisar a demanda e quantificar de acordo ",Manter os produtos da UNIDADE com contratos ativos ,"01 - Energisa
02 - Telefone Fixo
03 - Telefone Móvel
04 - Limpeza
 05 - Locação veículos  
06 - Elevador
  07 - Ar condicionado
  08 - FUNAC 
 09 - Combustível  
10 - Manutenção Predial ","Nos anos anteriores, estávamos com muitos produtos descobertos de contratos 10 produtos ",100%,100%,"100,00%","Todos os contratos ativos em Janeiro, estaremos providenciando a renovação em Fevereiro da Telefonia Móvel que irá vencer em Maio",100%,100%,"0,00%","Todos os contratos ativos em Janeiro, estaremos providenciando a renovação em Fevereiro da Telefonia Móvel que irá vencer em Maio",100%,100%,"100,00%",Renovação em andamento da Telefonia Vivo ,100%,100%,"100,00%",Renovação da Vivo e Ar condiconado em andamento ,100%,100%,"100,00%","Renovação da Vivo realizada, em tramite Manunteção do Ar condionado",100%,100%,"100,00%",Renovações realizadas ,100%,100%,"100,00%",Iremos Iniciar o processo de renovação da PRIME combustível com vencimento mês de novembro ,100%,100%,"100,00%",Iremos Iniciar o processo de renovação da PRIME combustível com vencimento mês de novembro ,100%,100%,"100,00%",Ja foi protocolado o processo para renovação da PRIME ,100%,100%,"100,00%",Tramites finais de renovação da PRIME,100%,100%,"100,00%",Todos os processos renovados em tempo hábiil ,100%,100%,"100,00%",Todos os processos renovados em tempo hábiil 
UGADM/GEPM,DAFI,% de materiais atendidos,Operacional,numero de solicitações atendidas / número total de solicitações x 100,% de satisfação na pesquisa interna,100%,Anual,Percentual,Maior Melhor,1. Manter o estoque de materiais,Todas as solicitações de materiais serão feitas centralizadas via e-mail do almoxarifado depois fazer requisições e lançamento de baixa das requesições no sistema protheus.,no endereço almoxarifado@mti.mt.gov.br,Controle de estoque de material de expediente e consumo,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus ,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via Protheus,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via ProtheuS,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via ProtheuS,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via ProtheuS,100%,100%,"100,00%",Todas as solicitações atendidas conforme requerimento via ProtheuS
UGADM/GETS,DAFI,% de satisfação na pesquisa interna,Operacional,pesquisa de satisfação,Atingir 90% de satisfação em relação aos serviços gerais até Dez 2024,90%,Trimestral,Percentual,Maior Melhor,"1. Definir os parametros de qualidade minima para a prestação de serviços
2. Monitorar a execução do contrato de Serviços gerais
3. Monitorar a execução dos serviços",Pesquisa de qualidade de serviço oferecido ,Limpeza e Conservação ,satisfação dos nosso clientes - Internos,,,"0,00%",Estaremos realizando a pesquisa mes de Março de satisfação ,,,"0,00%",Estaremos realizando a pesquisa mes de Março de satisfação ,90%,88%,"97,44%",Pesquisa realizada no período de 21 a 25/03/2024,,0%,"0,00%",Pesquisa realizada Trimestral - Proxima será Junho ,,0%,"0,00%",Pesquisa realizada Trimestral - Proxima será Junho ,90%,86%,"95,59%",Pesquisa realizada no 02 trimestre no período 28 a 02/07,,,"0,00%",Estaremos realizando a pesquisa mes de Setembro de satisfação,,,"0,00%",Estaremos realizando a pesquisa mes de Setembro de satisfação,90%,86%,"95,56%",Pesquisa realizada no período 26/09 a 03/10,,,-,Estaremos realizando a pesquisa mes de  Janeiro  de satisfação,,,-,Estaremos realizando a pesquisa mes de  Janeiro  de satisfação,,,-,Estaremos realizando a pesquisa mes de  Janeiro  de satisfação
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGCOF,DAFI,Indicador de Geração de Despesas Tributarias Sobre o Resultado.,Operacional,IGDT = (Receita de Serviços + Subvenções Fonte 1.500.0000 + Subvençoes Fonte 1.759.0000)/Despesas Gerais,Reduzir a despesa tributaria (IRPJ e CSLL) incidente sobre os resultados fiscais mediante o equilibrio entre receitas e despesas totais.,100%,Mensal,Unidade,Menor Melhor,"1 - Demonstrando a relação entre o resultado fiscal e despesas tributarias incidentes sobre ele;                                   2 - Promoção do Equilibrio entre receitas e despesas, sem a geração de resultados fiscais que estejam descompasso com as estratégias da MTI;                              3 - Manutenção do indice sempre proximo de 1 com ações a nivel de Diretoria. ",,,,"1,00","1,00","99,85%","
Considerando a DRE de 01/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  5.035.475,05                REPASSES FONTE 15000000:                             R$ 6.993.379,27                       REPASSES FONTE 15010000:                             R$ 0,00                    REPASSES FONTE 17590000:                                R$ 1.774.385,35                           TERMO DE RESSARCIMENTO 001/2011   R$                         R$ 416.658,81                               DESPESAS GERAIS:                 R$ 14.240.699,90                 O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","1,31","130,69%","Considerando a DRE de 02/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  5.938.979,25               REPASSES FONTE 15000000:                             R$ 7.771.167,85                       REPASSES FONTE 15010000:                             R$ 0,00                    REPASSES FONTE 17590000:                                R$ 1.646.192,27                           TERMO DE RESSARCIMENTO 001/2011   R$                         R$ 418.736,12                               DESPESAS GERAIS:                 R$ 12.070.958,97                 O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","1,11","111,25%","
Considerando a DRE de 03/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  8.765.425,00                REPASSES FONTE 15000000:                             R$ 3.806.991,89                       REPASSES FONTE 15010000:                             R$ 0,00                    REPASSES FONTE 17590000:                                R$ 1.818.143,78                           TERMO DE RESSARCIMENTO 001/2011   R$                         R$ 420.525,12                               DESPESAS GERAIS:                 R$ 13.313.807,90                 O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","0,83","82,69%","Considerando a DRE de 04/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  4.058.063,82               REPASSES FONTE 15000000:                             R$ 7.318.536,32                       REPASSES FONTE 15010000:                             R$ 0,00                    REPASSES FONTE 17590000:                                R$ 1.804.058,16                           TERMO DE RESSARCIMENTO 001/2011   R$                         R$ 422.000,57                               DESPESAS GERAIS:                 R$ 16.449.916,23                 O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","1,19","118,91%","
Considerando a DRE de 05/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  11.404.198,42               REPASSES FONTE 15000000:                             R$ 7.179.976,05                      REPASSES FONTE 15010000:                             R$ 0,00                    REPASSES FONTE 17590000:                                R$ 1.867.098,36                           TERMO DE RESSARCIMENTO 001/2011   R$                         R$ 423.531,37                               DESPESAS GERAIS:                 R$  17.555.826,72                O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","0,86","86,30%","Considerando a DRE de 06/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$ 5.268.261,42             REPASSES FONTE 15000000:                             R$ 9.700.797,71                       REPASSES FONTE 15010000:                             R$ 0,00                    REPASSES FONTE 17590000:                                R$ 1.952.241,45                         TERMO DE RESSARCIMENTO 001/2011   R$                         R$ 425.172,82                             DESPESAS GERAIS:                 R$ 20.099.505,50               O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","0,86","85,82%","Considerando a DRE de 07/2024, foram obtidos os seguintes numeros:        

 RECEITA DE SERVIÇOS: R$  3.721.608,61 
 REPASSES FONTE 15000000: R$ 7.733.901,49  
REPASSES FONTE 15010000: R$ 0,00   
 REPASSES FONTE 17590000: R$ 1.964.527,88  
 TERMO DE RESSARCIMENTO 001/2011: R$ R$ 0,00   
DESPESAS GERAIS: R$  15.636.699,42

O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","1,15","114,82%","Considerando a DRE de 08/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$ 8.519.458,21             REPASSES FONTE 15000000:                             R$ 63.90.935,89                      REPASSES FONTE 15010000:                             R$ 0,00                    REPASSES FONTE 17590000:                                R$ 2.146.732,72                         TERMO DE RESSARCIMENTO 001/2011   R$                         R$ 856.321,28                            DESPESAS GERAIS:                 R$ 15.601.103,85               O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","1,03","103,21%","Considerando a DRE de 09/2024, foram obtidos os seguintes numeros:        

 RECEITA DE SERVIÇOS: R$  5.036.593,63
 REPASSES FONTE 15000000: R$ 9.453.009,15  
REPASSES FONTE 15010000: R$ 0,00   
 REPASSES FONTE 17590000: R$ 2.011.870,34 
 TERMO DE RESSARCIMENTO 001/2011: R$ R$ 429.838,98
DESPESAS GERAIS: R$  16.405.195,41

O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","1,35","135,26%","Considerando a DRE de 10/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$ 7.211.395,04             REPASSES FONTE 15000000:                             R$ 9.165.561,34                      REPASSES FONTE 15010000:                             R$ 0,00                    REPASSES FONTE 17590000:                                R$ 1.870.717,71                         TERMO DE RESSARCIMENTO 001/2011   R$                         R$ 431.443,54                          DESPESAS GERAIS:                 R$ 13.809.373,37               O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","1,02","101,71%","Considerando a DRE de 11/2024, foram obtidos os seguintes numeros:        

 RECEITA DE SERVIÇOS: R$  13.958.952,42
 REPASSES FONTE 15000000: R$ 8.362.557,84
REPASSES FONTE 15010000: R$ 0,00   
 REPASSES FONTE 17590000: R$ 2.074.087,55
 TERMO DE RESSARCIMENTO 001/2011: R$ R$ 363.168,14
DESPESAS GERAIS: R$  24.342.475,02

O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais","1,00","1,04","104,08%","Considerando a DRE de 12/2024, foram obtidos os seguintes numeros:

RECEITA DE SERVIÇOS:                  R$ 9.445.753,39             REPASSES FONTE 15000000:                             R$ 16.342.270,21                      REPASSES FONTE 15010000:                             R$ 0,00                    REPASSES FONTE 17590000:                                R$ 1.966.188,44                         TERMO DE RESSARCIMENTO 001/2011   R$                         R$ 0,00                          DESPESAS GERAIS:                 R$ 26.666.523,15               O indice, quando acima de 1, indica que a MTI está gerando tributos a pagar sobre os resultados fiscais"
UGCOF,DAFI,"Indicador de Autonomia de Recursos Financeiros, considerando a relação entre o faturamento de serviços e as despesas gerais.",Operacional,IS = Receita de Serviços/Despesas Gerais,Demonstrar a participação da receita propria no custeio da Empresa e a incentivar estratégias para diminuição da dependencia do Tesouro,,Mensal,Unidade,Maior Melhor,1 - Demonstrando a participação das receitas proprias na quitação das despesas gerais;                   2 - Estabelecimento de metas de medio/longo prazo para manutenção do indice o mais proximo de 1;                                     3 - Demonstrar o grau de dependencia de recuros do Tesouro Estadual.,,,,"1,00","0,35","35,36%","Considerando a DRE de 01/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  5.035.475,05                                                              DESPESAS GERAIS:                 R$ 14.240.699,90                             Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","1,00","0,49","49,20%","Considerando a DRE de 02/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  5.938.979,25                                                            DESPESAS GERAIS:                 R$ 12.070.958,97                             Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","1,00","0,66","65,84%","Considerando a DRE de 03/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  8.765.425,00                                                              DESPESAS GERAIS:                 R$ 13.313.807,90                             Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","1,00","0,25","24,67%","Considerando a DRE de 04/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  4.058.063,82                                                            DESPESAS GERAIS:                 R$ 16.449.916,23                           Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","1,00","0,65","64,96%","Considerando a DRE de 05/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  11.404.198,42                                                            DESPESAS GERAIS:                 R$ 17.555.826,72                           Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","1,00","0,26","26,21%","Considerando a DRE de 06/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  5.268.261,42                                                           DESPESAS GERAIS:                 R$ 20.099.505,50                           Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","1,00","0,24","23,80%","Considerando a DRE de 07/2024, foram obtidos os seguintes numeros: 

RECEITA DE SERVIÇOS: R$ 3.721.608,61
DESPESAS GERAIS: R$ 15.636.699,42 

 Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","1,00","0,55","54,61%","Considerando a DRE de 08/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  8.519.458,21                                                          DESPESAS GERAIS:                 R$ 15.601.103,85                         Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","1,00","0,31","30,70%","Considerando a DRE de 09/2024, foram obtidos os seguintes numeros: 

RECEITA DE SERVIÇOS: R$ 5.036.593,63
DESPESAS GERAIS: R$ 16.405.195,41 

 Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","1,00","0,52","52,22%","Considerando a DRE de 10/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  7.211.395,04                                                        DESPESAS GERAIS:                 R$ 13.809.373,37                         Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","1,00","0,57","57,34%","Considerando a DRE de 11/2024, foram obtidos os seguintes numeros: 

RECEITA DE SERVIÇOS: R$ 13.958.952,42
DESPESAS GERAIS: R$ 24.342.475,02

 Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais","1,00","0,35","35,42%","Considerando a DRE de 12/2024, foram obtidos os seguintes numeros:         RECEITA DE SERVIÇOS:                  R$  9.445.753,39                                                        DESPESAS GERAIS:                 R$ 26.666.523,15                         Este indice quando abaixo de 1 indica desproporcionalidade entre as receitas proprias e as despesas gerais, evidenciando maior dependencia de subvenções estatais"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGOFF,DAFI,Redução de despesa da folha de pagamento obtida com a implantação do PDV,Operacional,(Economia mensal PDV/Previsão),"Atingir a redução de despesa planejada para o exercício 2024 até o valor de R$ 10.047.234,54 milhões",,mensal,Percentual,,1 - Através do Relatório da Folha de pagamento extraído do Sistema Protheus.,,,,"837.269,54","720.916,06","86,10%","Em janeiro houve uma economia de 13,90%","837.269,54","667.040,83","79,67%","Em fevereiro houve uma economia de 20,33%","837.269,54","559.724,02","66,85%","Em março houve uma economia de 33,15%","837.269,54","514.906,93","61,50%","Em abril houve uma economia de 38,50%","837.269,54","471.742,48","56,34%","Em maio houve uma economia de 43,66%","837.269,54","509.392,13","60,84%","Em junho houve uma economia de 39,16%","837.269,54","409.925,78","48,96%","Em julho houve uma economia de 51,04%","837.269,54","412.623,96","49,28%","Em agosto houve uma economia de 50,72%","837.269,54","366.379,73","43,76%","Em setembro houve uma economia de 42,76%","837.269,54","326.255,05","38,97%","Em outubro houve uma economia de 61,03%","837.269,54","323.647,00","38,66%","Em novembro houve uma economia de 61,34%","837.269,54","338.358,80","40,41%","Em dezembro houve uma economia de 59,59%"
UGOFF,DAFI,Demonstrar economia com a Desoneração da Folha,Operacional,(INSS Patronal - Valor Recolhido/INSS Patronal),Demonstrar economia mensal ,,mensal,Percentual,,1 - Através do Relatório da Folha de pagamento extraído do Sistema Protheus.,,,,"1.087.874,94","226.596,37","20,83%","Em janeiro de 2024 houve uma ECONOMIA DE 79,17% com a desoneração da folha. Vale ressaltar que o aumento do faturamento associado a redução do valor do INSS Patronal decorrente do PDV, determina o percentual deste indicador, sendo assim, quanto maior o valor faturado e menor o valor do INSS Patronal, menor será o percentual de enconomia obtida com a desoneração da folha.","1.090.962,81","267.254,06","24,50%","Em fevereiro de 2024 houve uma ECONOMIA DE 75,50% com a desoneração da folha. Vale ressaltar que o aumento do faturamento associado a redução do valor do INSS Patronal decorrente do PDV, determina o percentual deste indicador, sendo assim, quanto maior o valor faturado e menor o valor do INSS Patronal, menor será o percentual de enconomia obtida com a desoneração da folha.","1.081.452,98","267.254,06","24,71%","Em março de 2024 houve uma ECONOMIA DE 75,29% com a desoneração da folha. Vale ressaltar que o aumento do faturamento associado a redução do valor do INSS Patronal decorrente do PDV, determina o percentual deste indicador, sendo assim, quanto maior o valor faturado e menor o valor do INSS Patronal, menor será o percentual de enconomia obtida com a desoneração da folha.","1.100.543,76","1.100.543,76","100,00%",Em abril não houve economia com a Desoneração da Folha,"1.088.870,78","512.216,28","47,04%","Em maio de 2024 houve uma ECONOMIA DE 52,96% com a desoneração da folha. Vale ressaltar que o aumento do faturamento associado a redução do valor do INSS Patronal decorrente do PDV, determina o percentual deste indicador, sendo assim, quanto maior o valor faturado e menor o valor do INSS Patronal, menor será o percentual de enconomia obtida com a desoneração da folha.","1.572.952,26","285.718,18","18,16%","Em junho de 2024 houve uma ECONOMIA DE 81,84% com a desoneração da folha. Vale ressaltar que o aumento do faturamento associado a redução do valor do INSS Patronal decorrente do PDV, determina o percentual deste indicador, sendo assim, quanto maior o valor faturado e menor o valor do INSS Patronal, menor será o percentual de enconomia obtida com a desoneração da folha.","1.042.783,08","191.734,68","18,39%","Em julho de 2024 houve uma ECONOMIA DE 81,86% com a desoneração da folha. Vale ressaltar que o aumento do faturamento associado a redução do valor do INSS Patronal decorrente do PDV, determina o percentual deste indicador, sendo assim, quanto maior o valor faturado e menor o valor do INSS Patronal, menor será o percentual de enconomia obtida com a desoneração da folha.","1.078.164,00","258.486,43","23,97%","Em agosto de 2024 houve uma ECONOMIA DE 76,03% com a desoneração da folha. Vale ressaltar que o aumento do faturamento associado a redução do valor do INSS Patronal decorrente do PDV, determina o percentual deste indicador, sendo assim, quanto maior o valor faturado e menor o valor do INSS Patronal, menor será o percentual de enconomia obtida com a desoneração da folha.","1.241.705,02","266.354,12","21,45%","Em setembro de 2024 houve uma ECONOMIA DE 78,55% com a desoneração da folha. Vale ressaltar que o aumento do faturamento associado a redução do valor do INSS Patronal decorrente do PDV, determina o percentual deste indicador, sendo assim, quanto maior o valor faturado e menor o valor do INSS Patronal, menor será o percentual de enconomia obtida com a desoneração da folha.","1.122.880,03","267.756,62","23,85%","Em outubro de 2024 houve uma ECONOMIA DE 76,15% com a desoneração da folha. Vale ressaltar que o aumento do faturamento associado a redução do valor do INSS Patronal decorrente do PDV, determina o percentual deste indicador, sendo assim, quanto maior o valor faturado e menor o valor do INSS Patronal, menor será o percentual de enconomia obtida com a desoneração da folha.","1.170.668,76","267.403,70","22,84%","Em novembro de 2024 houve uma ECONOMIA DE 77,16% com a desoneração da folha. Vale ressaltar que o aumento do faturamento associado a redução do valor do INSS Patronal decorrente do PDV, determina o percentual deste indicador, sendo assim, quanto maior o valor faturado e menor o valor do INSS Patronal, menor será o percentual de enconomia obtida com a desoneração da folha.","1.750.010,82","476.607,73","27,23%","Em dezembro de 2024 houve uma ECONOMIA DE 72,77% com a desoneração da folha. Vale ressaltar que o aumento do faturamento associado a redução do valor do INSS Patronal decorrente do PDV, determina o percentual deste indicador, sendo assim, quanto maior o valor faturado e menor o valor do INSS Patronal, menor será o percentual de enconomia obtida com a desoneração da folha."
UGOFF,DAFI,"Demonstrar percentual que representa a Folha de Pagamento de Inativos (PDV), frente ao custo total da Folha",Operacional,Custo Folha Inativo/(Custo Folha Inativo + Custo Folha Ativo),Evidenciar o custo dos Inativos no total da folha de pagamento ,,mensal,Percentual,,1 - Através do Relatório da Folha de pagamento extraído do Sistema Protheus.,,,,"7.975.283,63","1.083.739,06","13,59%","A folha de pagamento dos Inativos (PDV) representou 13,59% referente ao custo total da folha da competência 01/2024. Já os Cedidos equivalem a 37,27%, e os Ativos e Temporários 49,14%.","6.348.315,63","924.219,04","14,56%","A folha de pagamento dos Inativos (PDV) representou 14,56% referente ao custo total da folha da competência 02/2024. Já os Cedidos equivalem a 41,73%, e os Ativos e Temporários 43,71%.","7.989.820,38","710.540,73","8,89%","A folha de pagamento dos Inativos (PDV) representou 8,89% referente ao custo total da folha da competência 03/2024. Já os Cedidos equivalem a 34,22%, e os Ativos e Temporários 56,89%.","6.236.531,59","630.579,35","10,11%","A folha de pagamento dos Inativos (PDV) representou 10,11% referente ao custo total da folha da competência 04/2024. Já os Cedidos equivalem a 43,09%, e os Ativos e Temporários 46,80%.","7.959.834,90","541.784,86","6,81%","A folha de pagamento dos Inativos (PDV) representou 6,81% referente ao custo total da folha da competência 05/2024. Já os Cedidos equivalem a 33,74%, e os Ativos e Temporários 59,45%.","9.069.796,33","493.387,71","5,44%","A folha de pagamento dos Inativos (PDV) representou 5,44% referente ao custo total da folha da competência 06/2024. Já os Cedidos equivalem a 31,46%, e os Ativos e Temporários 63,10%.","6.128.159,56","437.808,46","7,14%","A folha de pagamento dos Inativos (PDV) representou 7,14% referente ao custo total da folha da competência 07/2024. Já os Cedidos equivalem a 42,96%, e os Ativos e Temporários 49,89%.","7.818.004,46","424.494,67","5,43%","A folha de pagamento dos Inativos (PDV) representou 5,43% referente ao custo total da folha da competência 08/2024. Já os Cedidos equivalem a 34,39%, e os Ativos e Temporários 60,18%.","7.991.296,63","310.984,62","3,89%","A folha de pagamento dos Inativos (PDV) representou 3,89% referente ao custo total da folha da competência 09/2024. Já os Cedidos equivalem a 34,00%, e os Ativos e Temporários 62,11%.","7.737.433,26","242.263,91","3,13%","A folha de pagamento dos Inativos (PDV) representou 3,13% referente ao custo total da folha da competência 10/2024. Já os Cedidos equivalem a 35,24%, e os Ativos e Temporários 61,63%.","7.821.168,75","231.575,64","2,96%","A folha de pagamento dos Inativos (PDV) representou 2,96% referente ao custo total da folha da competência 11/2024. Já os Cedidos equivalem a 35,12%, e os Ativos e Temporários 62,11%.","9.216.564,21","218.104,84","2,37%","A folha de pagamento dos Inativos (PDV) representou 2,37% referente ao custo total da folha da competência 12/2024. Já os Cedidos equivalem a 33,92%, e os Ativos e Temporários 63,71%"
